the_geom,name,munich_ren,munich_r_1,munich_r_2,cartodb_id,created_at,updated_at
0106000020E610000001000000010300000001000000390000005D250E8FB33B274098B89F9D1D114840ABE9D55B5E3C274029C2F28C22114840E87AEC78DD3C27409472ADAC2311484063B323D577462740E5D1E8691B1148405986938F38472740ADDF4C4C171148409C1C99A2B74B2740CC8A975DE6104840D1DC54EE4F4B27405135D5EEB2104840CA78A576D04A27402AC187B773104840775F3A52224A2740A711E96D221048400893E2E3134A2740C800F50B1B10484088F94DBC5E492740546DDC07C50F48406CA4B61ECF482740CEDCE808850F4840BC862A46A7482740575815866D0F48409C9A159BA04727409F86B9EEF70E484058A89086AE4727408B32761D050F4840754D92F8264727403A15BA5C0E0F4840B070ED9F02472740E63BF889030F484001405FC4884627409524743C0B0F4840D05E7D3CF445274080FDC68D110F484018AD48F196442740B58993FB1D0F48402068603F1F442740D6F1A9AD220F4840E447FC8A3544274006DBE3E02D0F484086C03687104427405F341AAF2F0F48408CB33396FA4327402918DF61240F48408FCDE90D52432740A1FBCD1F2E0F48409479F53B5E42274045239F573C0F48401711209E8041274082864897480F48403DA30804954027409F46109D540F48400DAC3EB214402740857CD0B3590F484026396057933F27400C68D8DE5D0F4840D3985A00643E2740384A5E9D630F4840DEF3B2DC883D274042001533670F48403E703A6E9D3C27400A5174136B0F484034226294B13B2740688FBC186F0F484024BE6E6CD1392740581F0F7D770F4840E65B1FD61B392740A2682FEC7A0F4840F8C264AA603827403CB1F3DB7C0F484021AB0084B4372740BFA9B46A7C0F484032C687D9CB3627405114E813790F48408ABAC5B24F362740ACC77DAB750F484080153B754035274071F90FE9B70F4840E2F956355234274066BCADF4DA0F484059750C7ED1342740B4F51D0DF10F48401E55A8C9E734274053C7CFEBF40F4840000341800C3527402059654BFB0F48405211024DDF362740ED2296DE48104840FABE130E1837274029EED34C52104840C2B68F262837274040C80D1A5510484061B47D7ECE3727407892191472104840EF1417EC2B3827402CE521F884104840E64130FD0139274019FF3EE3C2104840F6F46CB136392740452CBD91D41048405309AAA16839274060837467DC10484082A8FB00A43A274004D4E5DE0D1148401FF296AB1F3B2740C569D2B7161148407EF0EBD1653B2740BDFC4E93191148405D250E8FB33B274098B89F9D1D114840,Berg am Laim,15.54,81.6,20,15,2015-07-21 19:25:57.177832+00,2015-07-21 19:25:57.177832+00
0106000020E61000000100000001030000000100000033000000B43DD57CF0112740B3D9ECA3AE10484039C5F4CEB2102740BC45BB65E210484082B861CA76102740FC5F64B8F0104840E44BA8E0F00E274066BE839F3811484003B1C79F030E27406816B2046311484084025BCA9E0D2740258392B87D1148407A4E1F26860D2740F52F49658A1148404EB10F57730D274093BC84549B11484024E131F2680D2740DAE78C83A6114840739CDB847B0D27409C14E63DCE1148409C4022B7700E2740BA23AD42141248405DF92CCF830F274021A3A8D83D1248409C20A0B1E50F27403C2872D245124840EC7DF49727112740E4C0069F411248404832AB77B81127400F74FE3740124840EFD1D160091227408768194E3E1248409A44189A461227400B1F5BE03C124840FF5657AAB0122740DC0253173A12484066AD574744132740187D60223912484083F6EAE3A113274083EB9B453912484083B751AE3A142740A43094B8331248407BDD7DE9481527407AFB18181E1248404E519A722A16274010AA79330F124840412D060FD3162740764710F80D124840012AC187B71727405A2668380A12484015EC1A88C01827400455A357031248409093782FAD1827408D210038F6114840BE277BF07F1827400FAFEB17EC1148405D4E09884918274005BC71F7DE114840D1A1C2C716182740B849FBD5D2114840D88926AB7D1927405EDBDB2DC9114840CE4F711C78192740697F564F9C11484094CD661F75192740FDF0F3DF8311484040BFEFDFBC182740AA4DF7956211484020E0FF7D7C182740977730BD58114840654BFB8B45182740E2C2CB1D471148401BA034D428182740A9B981A735114840966478472118274000B90E1F221148409F39909A1B182740C38E6BE80B1148408C7D6E0D11182740BDD6EFD302114840A9C1EA7E04182740C6979A4EFC1048402350583DBB172740A18FE854E810484051B17B3C3E172740D4282499D510484072FBE59315172740CC07043A931048407E1EA33CF3162740FBC09F2B5B104840E9AE3610DC162740E77F03A447104840821F8B23C51627400BAFC9BF3B104840D79E5912A0162740FFC984043110484098B5B9D6831627408CEEC5BC331048404BD2904CE2132740ABFE08C380104840B43DD57CF0112740B3D9ECA3AE104840,Schwanthalerhöhe,-99,66,8,8,2015-07-21 19:25:57.177832+00,2015-07-21 19:25:57.177832+00
0106000020E6100000010000000103000000010000004D000000B95CB34B0A2A2740EBE40CC51D1148409B898E8939292740CB01710D2211484092E634B0FA2827405E31D92E231148406383E04CA7282740113235AE24114840BC96EBC8EC272740FF61A648191148400714A05C0927274049032E7E09114840538C3DC5BB252740300B92E3F3104840EC014E4A9C242740A84CD64DCE1048401C107C670F23274014A7A498CD104840A287EB62E42227406902A0E5D4104840124C35B396222740CC481861E510484058C51B9947222740A196E65608114840BAF31F2D292227401F798C97131148409DBD8E931D222740D0E341C417114840D223A188A02127400A922D814A1148408F9C966945212740378F1E1A71114840C0E4EBD7422127405EACB9ED8C11484026BC4E34592127406F17F5A4A711484059A9FB5B5D212740A81DFE9AAC1148409A081B9E5E2127409A7D795CAF114840AA679CE16121274029DF7D9FBB114840F0F384CA64212740180D7448C5114840BFCB0C1B65212740D35BF22ECD114840B5D320167B212740FE37407AD4114840043C1F5498212740EFB32506DC114840850662D9CC2527402454BA055C1248406A21B715B1262740CA7B41B04F1248400D3D7320352727409E9FF364481248404DFB41B85D2727407C73243C46124840F4E21F11AE2727408B057415411248406C61CC4C1F282740EEEA55647412484056F31C91EF2A2740201043064D124840CDAE7B2B122B2740823C16365E124840E9A45247222B2740A2DA3BFE6612484038B3A72E2A2B27409EA8B6E56D1248408D7E349C322B274088BD50C076124840BAD683EE372B27400F7052E284124840ED50A802492B27409210F637B2124840C0B4A84F722B2740191BBAD91F13484000A260C6142C27406B161EEA2D134840FAF43350742C27404BFDBCA948134840F34707DAD32C2740802DAF5C6F1348403EC51627632D274027E3738291134840C39151AFA52D27406ACD45329A134840880C50BFB02D274041CDDAB7A41348407DDE9E31DD2D274017CD6F3DAF13484017EF6C34252E27401FA2D11DC413484052E80654492E274051BA9976D61348409492D4F83B2E274070EB6E9EEA134840D269824D422E27403C69E1B20A1448401D3636E0982E2740847703160A1448403C073B6AF12E2740A945E97706144840EB47D455CB2F27405781B5C5901348401C25AFCE313027403666C86768134840080A174DC23027403F2F26474B134840105FDCFC75312740A3586E69351348404D2ABFB10C3227401104238A2413484085FC7D1013322740C4245CC8231348406E23AF18BF322740FDC2860211134840E2E5E95C51322740548EC9E2FE124840D728907EA0312740F798A322A9124840920DFF44C0302740BEC980FD21124840162FBBCC55302740CF108E59F6114840ED0104BD812F2740BA71416C9F114840FA2D9512DD2E27402FEB0FDE6811484031202004892E274073E3CC6559114840A068C306B02D2740E15AED612F114840C1F6DDBE582D2740D7080E7915114840A86D686F952C2740FB952941DA10484041DAB573502C274017B7D100DE104840493547B1372C27409961A3ACDF1048404A71FA1F052C27403833558BE3104840B6076BAD792B27407FFC00FFEF10484048ED3488C52A2740D2BE5E060811484060D10891672A274040400812251148406FB9FAB1492A274035CCD07822114840B95CB34B0A2A2740EBE40CC51D114840,Altstadt-Lehel,18.71,84.6,33,12,2015-07-21 19:25:57.177832+00,2015-07-21 19:25:57.177832+00
0106000020E610000001000000010300000001000000BA000000119E1A796AEB264088E98C39191B48401C2785798FEB2640B767F1BD1A1B484001608610A1EB2640AFB8EE9C1C1B4840E67BA1DBA6EB2640D9EFE42E1D1B484023C0E95DBCEB264058B620A5231B4840C9D98530C8EB26408A3B399E2A1B4840CEBE9767CAEB2640592F2BB92F1B48405A75C2F0B6EB2640F4A0455B3A1B4840BC4D243DB1EB26406E545D763E1B4840012AC187B7EB26400FEAC7CB3F1B48407C53A236BBEB2640501BD5E9401B4840F1E72510C0EB26401F8BC80B441B4840655CCC2AC7EB2640B85DC367461B48402D376277CBEB2640E1325D3E481B48401432A193EFEB2640948A2194521B48409BD9F85D22EC26409445ABA45F1B4840C9D69F692EEC26409D99057F641B484030E8CE5D5CEC264044FB58C16F1B48405AAAC1EA7EEC2640FFD94587761B48401152B7B3AFEC264084FB5CC87E1B4840F7B990FDE2EC2640CD04C3B9861B48406A9EC838EBEC264061623DFF871B4840BF8A42812DED26402DEE9AEB8F1B4840DC20A4B8F4ED2640CF87C2C2A41B48400C2D57E47CEE26407ADC5CA1B41B4840FE65529ED4EE264069C29BDABE1B4840C889C0A26CEF264029194A37D31B48402DFBBF3456F02640C8E248B1ED1B4840B6735078BFF026409EAE939FF91B4840DE9ED623C3F02640D8C644EFF91B484019E42EC214F12640F822EBBA011C4840E26B19BA23F12640756CA928031C484057B1F84D61F12640AEB4311B091C4840DB40704B9AF12640348694FA0D1C48405664744012F226406B3EAE0D151C4840BFD53A7139F22640656199C8161C484013735A01CFF3264044C07C0D1C1C4840107C670F0FF42640FDB15AAA1C1C4840C4611F532DF42640BB46CB811E1C4840AD6EAB0FDAF52640EBB424F6BF1B4840BCC4A2337AF72640A5B09CCE5F1B4840A91496D3F9F72640637891AE3E1B4840E40E400F5AF826407CF31B261A1B48400702092F66F826406CE4BA29E51A484083B174F4AEF82640DE921CB0AB1A4840AB05F69848F9264047301F5A751A4840D0CA62073AFB264006CB225EE8194840ABF8D04F82FC26407B01AC448F1948404EF4AF9B08FD26404948FF266F1948403F715BB631FD26404C546F0D6C194840ED65DB696BFC264071B504CF73194840500BCAD9E0F926400B88FF2A76194840A026E9503CF926406D7D47437C194840C30F296101F726404A38995D9C1948403FADA23F34F326406E693524EE194840B329B2310AF12640D9345B1E101A48401564703903F026403AF361AC251A484049BDA772DAEF26403461FBC9181A48402EE23B31EBF1264071D4C045DD194840B788DE9854F32640D51E9B898E19484018DAEF3FE8F326402E724F577719484094331477BCF52640A62BD8463C1948403F4DD2A178F626401077F52A32194840D82F33C74DF82640050B71F61819484081A09229D5F82640EF4ADC7415194840F689F2BB9FF9264078FD930909194840B86FB54E5CFA26404CA20337F7184840C878944A78FA2640EE2F719AF418484075AE282504FB2640EED522FD5118484008C1F40714FB2640DBF6E2303D1848406E27B627EDFA26401BA9ADC733184840A674FA8BEAFA2640F633AB2D2B1848407C0CB155DDFA264041E1A249181848402C312A04CDFA2640A8813001091848407222B028DBFA2640EDF2AD0FEB17484080BFF3E6CBFA2640B34588E1D917484047270120DDFA2640DBBD816ED41748409A6A1CA0EAFA2640867C2B6DCC174840D06FA994E8FA264010296101A71748402786E464E2FA264097F782609F174840F1587DBFE2FA264070873C388E174840C735F405E3FA26402A5A6F8A7D174840EAF9E472CDFA264063B55439481748400D93043CC4FA264050429F7E061748406D8F392A92FA2640540C46DBE7164840E6AE25E483FA2640DCEE8A85C616484077C5E7A969FA26408FE3E2039616484048AE51C543FA26403AD5100B6B1648405A6B836E8AFA26402D211FF46C1648406D8F392A92FA26407470FAC44B16484054C95B0938FB26401B17C4F649164840A9BFB91A34FB26408A975DE62A1648402A0C80A77FFB26409F3FC80D1A164840F3881B0126FA26401CC8C4F70F1648402F79A8120AFA2640F7054F7C1016484086274FB406FA26400D2208461416484076DD5B9198F82640F7D104E5111648407EF6234564F82640E04DB7EC1016484022C5008926F82640BB9179E40F164840B6E8AE3610F8264022156B5D0F16484093B71270BEF726401893FE5E0A16484089D00836AEF726403756BD5708164840A2C9C51858F726405BF51494FD1548408E345DF4BAF62640EEF5A402DD1548402C41EB8612F62640079B9548FD1548407C421B2554F52640EF9293E414164840C14B70EA03F52640B2D30FEA22164840681F2BF86DF42640A453B2F73D164840AF01B62858F4264061F6573442164840DA7AE1293FF42640F47574B7461648401DB40D92F4F326409F46109D541648402991E97530F32640F2F7414C78164840F88150830EF3264058422DBC811648408F215BF168F226406605D0398916484092DA7A3CE3F12640AF7EC74B92164840393586EFB3F026404ED1EC1571164840F8BDF2C583EE2640E6AD5F5562164840FFFB9D375FEE2640D1BDF330591648404CAF2880BDED2640B7B6F0BC54164840D19332A9A1ED2640D65416855D16484066344D3338ED2640F93E66B15E16484008B364E99EEC2640028A47985816484044A2D0B2EEEB264058DCC9F1541648400C4E8E4CD1EB2640FE4E498C541648409D7642F9CCEB26406365EA645F1648401AB09A9DFBE92640320BA30F4C164840F2672E26ECE92640C4375ECB75164840D4B59B85E2E7264059D70D805D1648405E11FC6F25E726406E7F78A74C1648407966385442E6264036A5BC56421648403B8A73D4D1E5264013F472333716484036429A0C22E526408A671A5E5A1648408D0B0742B2E42640B82A3F5F6916484091D6187442E426407B15CF8F75164840B9196EC0E7E3264086F35FD67A164840008A366C00E326408FEB95687F164840CF2EDFFAB0E2264013EA8E6A7D164840E988320A38E226407B15CF8F75164840B374AA2116E22640D0A3987274164840CB87FB2367E0264049809A5AB61648404AEA5FED83DF2640546529A3DB164840B8C02F3F81DD2640B19CCE5F321748404A5755D405DD264077D66EBBD01748402BD8EB8266DC2640E516A9E628184840D3156C239EDC264078C5F8D5C1184840F24300CBA5DC264021787C7BD7184840734122122ADD2640074F3283421A48407B30293E3EDD26408AE59656431A4840E1197E816ADD264042470614451A48407FB1AD5571DD2640772CB649451A4840CA99379897DD2640C47B0E2C471A484098CC672F91DD2640CD6850D9551A4840199AFC602ADF264002BE912F571A48409ACC1DA276E02640D21F50EC571A484044801D4993E026409C96C4FE571A4840EAC48ABF92E02640201CFD79641A484004C69F4DB3E12640661EAFF6661A4840D4963AC8EBE1264071E0D572671A48402CDA77A0A9E22640233D563A691A48407F42870A1FE326407CB031546A1A48407704DC9843E3264066C5CB2E731A4840DA988D846CE326406DBFC63F7D1A4840615BF56F4DE426409E9ACB0D861A48407A3E141626E52640AA9FED878E1A48403A2F04EF9AE626409E5099AC9B1A4840D987ABB992E72640F3A55C86A41A484056EEAAAC12E92640BD67C988B01A4840191648F542EA26401C9320B7BA1A4840D9835A1D4AEA264023F433F5BA1A484052DD126F53EA2640F4CBBB45BB1A484022EF66576BEA26408D76DCF0BB1A4840C265BA7C90EA2640C330BB82C81A4840F95F538C98EA26406E8214E1CB1A4840CB918433AEEA264063FDB0EFD41A48401A5822ABB6EA26404A39A979D81A4840D06BA285BAEA2640B381CF6ADC1A484023AFBD05C8EA26409F32480BE11A4840A3BDB0EBCDEA26405C99A6BEE21A48409AB2D30FEAEA2640A150AAD8F31A4840686787AEFAEA26401C5B2ACA001B4840A00E75690DEB264004E852B70E1B48403D16365E15EB2640C5E5D3BE141B484029571DDE18EB264041493778151B48406AD322EC25EB264006CF296D161B48400208C49041EB264089C1B288171B4840119E1A796AEB264088E98C39191B4840,Allach-Untermenzing,11.9,85.1,12,4,2015-07-21 19:25:57.177832+00,2015-07-21 19:25:57.177832+00
0106000020E6100000010000000103000000010000009E000000D517AEB3C6F126407A832F4CA6104840A29410ACAAF32640ECD74235CA10484001309E4143F72640441C469CA9104840310395F1EFF726404AD97D22AA10484000B672E5A2F826400E098442A9104840533F6F2A52F92640BC9A971EA81048406A673D21E0F926408DA66906A710484070664F5D54FA2640ACDFF192A4104840BE1248895DFB26402C616D8C9D104840B63B5A8B05FC26405A8EA1AD9410484041D829560DFE264037386CB64D1048409B2F40EC96FE2640BDDAF6E2301048405AF51494FDFE2640293A37120D104840047C6DECC8FF2640E312EC64151048408C1CD8E033002740894BE9F417104840261DE560360127407BBFD18E1B104840CE6C57E883012740AA3AF592101048401D5ABFF4510127404A3668F9CB0E4840573D601E3201274078F6F0C05B0E48400A8CAB8031012740E9E51CE1590E48408DB27E3331012740EB1F9FEB560E48409BD145F938012740914836B2860D48406CA9CD493901274036CEA623800D48402EB8301C1901274067F6D445650D4840CB811E6ADB0027400AF9FB20260D48401538D906EE0027403090566B170D4840A9763C1C13002740538BD2EF0C0D4840E380A7DAB8FF26404C07A172020D484080FBF0E2B3FF2640E16A532B020D48403C026ECCA1FF26400A5A924D030D484033A8363811FD2640046A7B05B30C48408BC80B44AAFB2640ABE16C848F0C48400661133E00FA264031C0F4AC5A0C484060B5E8537DF926400AACD2CC490C48407182250D24F6264078746DB9440C4840DB1434D2F7F32640F9090CFE230D4840E3BA7372D0F326400EF5BBB0350D48403C55192197F326402E579AEF3B0D48405095A58C6EF326402D3185BD3F0D4840FABE130E18F326409344E5153E0D4840B9252834FFF22640E97D3E25420D48406FDFFEB7EDF22640EEAA07CC430D4840C0102851E5F22640E815AAF6440D4840D7689489B6F2264038BAA5304A0D4840FD21A23D03F326403792150D630D484004BEECE8C9F226408A56EE05660D48401C5CDF2CCAF12640E5F21FD26F0D48401570CFF3A7F12640C0A03B77710D48405C4E531564F12640EE467AAC740D4840F419506F46F12640D504ACB0740D48408FEF41BE3AF12640239CBB02760D48406A77FEA325F12640A5A2B1F6770D48403C821B295BF02640720976B28A0D48408ED02A8E5EF02640DCA282797E0D484052C6AEA360F026409E4FD31D7A0D4840245C6D6A45F026404432E4D87A0D4840B69CF0B7E2EF26400EA958EB7A0D4840B8FE5D9F39EF2640E557BD0D7B0D48404414EEF032EE2640CD9F257E7B0D48409245F5317AED26407F164B917C0D48403153A40C66ED26405BF8B0CD7C0D4840A444B7031AED264090AF4EDF7C0D4840100F176F1AED2640357282DB7F0D484010C75FFF1AED2640E7CE02A3810D484054EBB3B920ED2640E3DEFC86890D4840798EC87729ED2640310FF4AB940D4840C9E4D4CE30ED264022A57E839B0D484048D3EAF538ED264017D86322A50D48409224085740ED2640C2042450B30D4840CA3E7E2546ED26403A443756BD0D4840855FEAE74DED26407281CB63CD0D4840FD9EB3603DED26401C51EB47D40D4840F5C99B0D43ED264003D59A41D70D4840E48700964BED26405A982ABDDB0D48408AD46AFE4EED2640F5F5D786E50D484024A7655A51ED26409287CFE7ED0D4840068EBA8C51ED264050ACAE9EEE0D4840EB7AFDA435ED2640085F4EBFFA0D48403405D78118ED2640D80B056C070E484039FCDA9F30ED2640FBE769C0200E48408BC56F0A2BED26409E4B8281310E4840D3495B012AED2640C06BE1C3360E4840FDB49B2A29ED264035481C0D3B0E4840F75C01E033ED264055A4C2D8420E48403D6B6DD04DED2640F8B9EBB6550E48403EF0E7CA56ED26405348E81D5D0E4840B941A32A5CED26407DCAD69F690E4840B06884C833ED264039E1CA7E820E4840524A630F48ED26407F98CE98930E48408F0C288A46ED2640278293C8990E48408392B87D45ED264062A2410A9E0E4840EF7CF5A743ED2640BDEEBE74A40E4840BA97457243ED2640C2A5BE87A60E484061DCB2E842ED2640745E6397A80E48400821205F42ED2640F05F6A95AA0E4840C631923D42ED264060F536ECAD0E48408C15359886ED2640FA85B24BAF0E48402DD736209DED2640FF14D8ADAF0E484079701C1DFCED26401D700278B00E4840D29B40C7FDED2640933E085CB20E48402AC76471FFED264080FBF0E2B30E4840CF5B864902EE2640CA0DD0C7C60E484093E1783E03EE26408E379E74C70E484088EC832C0BEE2640218FE046CA0E4840730D8EED10EE2640DFAD878ACC0E4840C00EF7EC14EE2640FCC0FAE4CD0E48402E9E8BD019EE26404DE1F725D10E4840A8A78FC01FEE264097F0958AD70E48405FA230DE45EE2640A702EE79FE0E4840818010244AEE2640BE665EB3010F484019332EC14EEE2640BCE42439050F48403A39E8B754EE26401E64A3BD0B0F48404E35C4C25AEE2640D856FD5B130F48409FABADD85FEE26407530AC2C1B0F48406A7E463360EE26406C61CC4C1F0F4840FFFB9D375FEE26407EACE0B7210F48403A56CE8360EE2640518B1C7D270F4840B80721205FEE2640EA387EA8340F484079A004EC59EE2640892D4EC6420F4840D693540152EE2640C2024EA5550F4840924726964AEE264039984D80610F48403B3CDFAA46EE26402A7CC73A660F484021133AF93EEE26404C546F0D6C0F48401FB699AF37EE2640A8CEFE9B720F48406380441328EE264073F8FFCC7B0F4840DBD5F55503EE2640501A6A14920F484060AF0B9AF1ED26408CCB02379C0F48405775560BECED26405B4F6331A00F484072C9CC60E7ED26401D250A88A40F4840F12A6B9BE2ED264014DA28A1AA0F4840DC566941DEED26409DF4BEF1B50F4840B2C34E67DDED26402677E970BE0F484035AD5E8FD3ED2640322DA006C20F484008BDA36BCBED264044317903CC0F4840876EF607CAED2640F319F5B5D30F4840BC0BEFCDCAED264036D6B441DC0F48404F21B2A3CCED2640AC2EF191DE0F4840AE090ED4CEED26406FAEAB13E10F48405D68531AD6ED26407780CC73E90F4840A5A487A1D5ED26406864462EEE0F4840BB08F8DAD8ED264058FAD005F50F4840B855B549EAED26403943CC800E104840FD265EAFFAED264082AED8BA2F104840A4D0686105EE264090EA854C43104840D368723106EE26408F1260FD441048402162DE3E06EE26406CE9D1544F104840C2E9132F05EE2640DF71E54757104840999EB0C403EE26407DB328475C104840DEC5FB71FBED2640C62C205965104840E02D90A0F8ED264054C72AA56710484095044DF0F2ED2640800B0D1F6C104840BC62A131EEED264050D724896F1048403345CA60D6ED264026361FD7861048404CE9F417D5ED2640DEB133E087104840CAE2FE23D3ED264030DEA007881048409B83B1CFADED26409098EA138A104840DDE632DA4FEF26400B6F206E98104840D517AEB3C6F126407A832F4CA6104840,Hadern,14.28,67.3,10,2,2015-07-21 19:25:57.177832+00,2015-07-21 19:25:57.177832+00
0106000020E6100000010000000103000000020000004F0000003476D377C82227403D48AA4AB60F484077A38FF9802427407D04FEF0F30F484086DBEBEE4B272740A77114C5501048401E447C71F32727405357998466104840B5792D324B282740EB9EE1726110484050EADCFEA62927402EF944436B10484078634161502A274045A56CEC6D104840A790D03BBA2A2740C25F387C77104840A4E9A2D7552B27402CC54439871048408B659F6C6F2C2740DF066B52C0104840A86D686F952C2740FB952941DA104840C1F6DDBE582D2740D7080E7915114840A068C306B02D2740E15AED612F11484031202004892E274073E3CC6559114840FA2D9512DD2E27402FEB0FDE68114840ED0104BD812F2740BA71416C9F114840162FBBCC55302740CF108E59F6114840920DFF44C0302740BEC980FD211248400059E3C7F330274032772D211F124840232CCF28023127409EBD8E931D12484089BE71080B312740165685611B1248400C0D1F6C0C312740B9173D5C17124840690E5A59EC30274017E07140011248403CF3CD91F0302740AE0D15E3FC1148408CFE2B8606312740EBC1A4F8F81148400CBA731717312740C290E6D9F6114840F5D48FF23831274053DB3CC4F51148409FED2CD560312740C44E67DDF5114840A6947C91753127400F7EE200FA1148409AB67F65A53127407C3892150D124840800F5EBBB4312740408A3A730F124840A032FE7DC6312740B0E3BF4010124840A8FE412443322740F54652770A124840A58CC92C8C322740C7FC378A0712484043024697373327403ECE3461FB114840B83EAC376A35274096B95400E711484065E1EB6B5D362740759F2D31E01148403A121E238F36274035E4E9A6DE1148400B009F69D33627409A023EE4D21148404A4EDCE0FA362740CDE67118CC114840D6F55503DE372740B38FBA42C4114840EF6DFAB31F3927403B985EACB91148404919CCBADA392740D3B19476B4114840FDA60B0CB43A2740107A9164B111484015527E52ED3B274053D1B3B4AE11484066AD5747443F2740C2604898B3114840F6515788583E27406D3656629E1148402293E755F83A27400E08BEB3871148405D250E8FB33B274098B89F9D1D1148407EF0EBD1653B2740BDFC4E93191148401FF296AB1F3B2740C569D2B71611484082A8FB00A43A274004D4E5DE0D1148405309AAA16839274060837467DC104840F6F46CB136392740452CBD91D4104840E64130FD0139274019FF3EE3C2104840EF1417EC2B3827402CE521F88410484061B47D7ECE3727407892191472104840C2B68F262837274040C80D1A55104840FABE130E1837274029EED34C521048405211024DDF362740ED2296DE48104840000341800C3527402059654BFB0F48401E55A8C9E734274053C7CFEBF40F484059750C7ED1342740B4F51D0DF10F4840E2F956355234274066BCADF4DA0F484096766A2E3734274064F2BC0ADF0F4840B07614E7A8332740CAB5B28EF40F4840843A9B44733327401C15EE4BEC0F48402FF834272F32274053C0875CBA0F4840EE0566852231274033CBF9BDA80F48406B9F8EC70C30274064F668609A0F484096EB6D33152A27407F918609590F4840E964A9F57E2727400A5861E9320F48402E98AE168E262740922D814A4B0F4840467A51BB5F2527401867C2E5670F4840E92F4F4244252740BD851A2A6B0F4840A094FF7F522327409E3C2CD49A0F484081655BBC0E2327406988CF42A70F4840437FB273E422274052F98D65B00F48403476D377C82227403D48AA4AB60F4840040000002FF834272F32274053C0875CBA0F4840353DCD6ED2312740241A93B4D10F4840E16A532B023227401EE4501AC50F48402FF834272F32274053C0875CBA0F4840,Au-Haidhausen,15.82,83.8,39,14,2015-07-21 19:25:57.177832+00,2015-07-21 19:25:57.177832+00
